Date,Nifty Auto,Nifty Bank,Nifty Finance,Nifty FMCG,Nifty Health,Nifty IT,Nifty Media,Nifty Metal,Nifty Pharma,Nifty PVT Bank,Nifty PSU Bank,Nifty Realty
14-Dec-20,9093.1,30745.9,14561.5,34411.65,7372.48,22746.7,1691.85,3189.5,12459.9,16986.8,16986.8,289.9
15-Dec-20,9149.75,30691.05,14673,33967.9,7358.9,22715.1,1722.15,3214.15,12432.6,16982.1,16982.1,289
16-Dec-20,9239.1,30698.4,14789.3,34195.85,7418.07,22906.25,1727.35,3271.75,12547.5,16999.6,16999.6,303.85
17-Dec-20,9185.2,30847.05,14963.55,34013.55,7431.64,22892.25,1693.85,3227.7,12602.4,17087.9,17087.9,305.65
18-Dec-20,9168.65,30714.65,14879.15,34102.7,7513.82,23256.55,1691.75,3216.6,12762.35,16961.7,16961.7,303.8
21-Dec-20,8745,29456.45,14392.6,33151.1,7260.58,22844.6,1586.85,3038.25,12278.15,16265.15,16265.15,287.85
22-Dec-20,8818.6,29625.95,14421.6,33329.05,7385.79,23611.6,1598.5,3079.65,12550.95,16358.45,16358.45,289.15
23-Dec-20,8935.95,29883.3,14517.05,33966,7486.88,24167.75,1650.75,3134.1,12753.25,16515.2,16515.2,300.55
24-Dec-20,8978.05,30402.2,14779.6,34115.65,7561,24009.25,1638.15,3144.3,12908.95,16777.8,16777.8,299.25
28-Dec-20,9066.85,30880.95,14966.45,34181.1,7555.89,24100.3,1654.35,3224.85,12874.35,17023.55,17023.55,307
29-Dec-20,9043.9,31322.5,15120,34181.95,7538.49,24274.05,1630.3,3189.85,12843.9,17288.2,17288.2,306.1
30-Dec-20,9164.8,31303.05,15162.9,34313.7,7534.93,24330.05,1633,3230.9,12823.9,17263.7,17263.7,310.05
